,Flow
2014-01-02 21:30:00,252.7
2014-01-02 21:31:00,252.14
2014-01-02 21:32:00,252.92
2014-01-02 21:33:00,253.41
2014-01-02 21:34:00,252.83
2014-01-02 21:35:00,252.21
2014-01-02 21:36:00,252.56
2014-01-02 21:37:00,252.75
2014-01-02 21:38:00,244.72
2014-01-02 21:39:00,252.39
2014-01-02 21:40:00,252.85
2014-01-02 21:41:00,253.71
2014-01-02 21:42:00,253.51
2014-01-02 21:43:00,253.17
2014-01-02 21:44:00,253.57
2014-01-02 21:45:00,251.73
2014-01-02 21:46:00,253.14
2014-01-02 21:47:00,253.12
2014-01-02 21:48:00,253.19
2014-01-02 21:49:00,253.16
2014-01-02 21:50:00,253.12
2014-01-02 21:51:00,253.02
2014-01-02 21:52:00,253.27
2014-01-02 21:53:00,253.15
2014-01-02 21:54:00,253.02
2014-01-02 21:55:00,252.63
2014-01-02 21:56:00,253.08
2014-01-02 21:57:00,252.53
2014-01-02 21:58:00,251.96
2014-01-02 21:59:00,252.73
2014-01-02 22:00:00,252.6
2014-01-02 22:01:00,252.09
2014-01-02 22:02:00,251.07
2014-01-02 22:03:00,252.13
2014-01-02 22:04:00,249.72
2014-01-02 22:05:00,252.53
2014-01-02 22:06:00,252.09
2014-01-02 22:07:00,243.63
2014-01-02 22:08:00,251.48
2014-01-02 22:09:00,251.97
2014-01-02 22:10:00,251.37
2014-01-02 22:11:00,249.59
2014-01-02 22:12:00,243.17
2014-01-02 22:13:00,239.7
2014-01-02 22:14:00,237.31
2014-01-02 22:15:00,236.7
2014-01-02 22:16:00,235.71
2014-01-02 22:17:00,234.28
2014-01-02 22:18:00,234.43
2014-01-02 22:19:00,234.38
2014-01-02 22:20:00,232.44
2014-01-02 22:21:00,233.21
2014-01-02 22:22:00,232.91
2014-01-02 22:23:00,232.47
2014-01-02 22:24:00,232.23
2014-01-02 22:25:00,231.45
2014-01-02 22:26:00,231.0
2014-01-02 22:27:00,230.77
2014-01-02 22:28:00,228.56
2014-01-02 22:29:00,230.59
2014-01-02 22:30:00,229.25
2014-01-02 22:31:00,229.33
2014-01-02 22:32:00,228.36
2014-01-02 22:33:00,227.72
2014-01-02 22:34:00,227.62
2014-01-02 22:35:00,227.59
2014-01-02 22:36:00,227.75
2014-01-02 22:37:00,226.28
2014-01-02 22:38:00,226.55
2014-01-02 22:39:00,225.75
2014-01-02 22:40:00,226.15
2014-01-02 22:41:00,225.75
2014-01-02 22:42:00,225.37
2014-01-02 22:43:00,226.18
2014-01-02 22:44:00,225.22
2014-01-02 22:45:00,224.58
2014-01-02 22:46:00,225.01
2014-01-02 22:47:00,224.06
2014-01-02 22:48:00,220.49
2014-01-02 22:49:00,224.27
2014-01-02 22:50:00,223.66
2014-01-02 22:51:00,223.58
2014-01-02 22:52:00,223.03
2014-01-02 22:53:00,223.04
2014-01-02 22:54:00,222.57
2014-01-02 22:55:00,223.4
2014-01-02 22:56:00,222.0
2014-01-02 22:57:00,213.01
2014-01-02 22:58:00,223.24
2014-01-02 22:59:00,222.52
2014-01-02 23:00:00,222.32
2014-01-02 23:01:00,222.03
2014-01-02 23:02:00,220.9
2014-01-02 23:03:00,221.73
2014-01-02 23:04:00,220.16
2014-01-02 23:05:00,221.4
2014-01-02 23:06:00,221.23
2014-01-02 23:07:00,217.62
2014-01-02 23:08:00,220.28
2014-01-02 23:09:00,221.59
2014-01-02 23:10:00,221.34
2014-01-02 23:11:00,221.3
2014-01-02 23:12:00,221.16
2014-01-02 23:13:00,220.05
2014-01-02 23:14:00,219.2
2014-01-02 23:15:00,219.15
2014-01-02 23:16:00,218.25
2014-01-02 23:17:00,218.1
2014-01-02 23:18:00,217.43
2014-01-02 23:19:00,216.92
2014-01-02 23:20:00,216.25
2014-01-02 23:21:00,215.96
2014-01-02 23:22:00,216.3
2014-01-02 23:23:00,215.1
2014-01-02 23:24:00,214.48
2014-01-02 23:25:00,215.55
2014-01-02 23:26:00,215.63
2014-01-02 23:27:00,215.43
2014-01-02 23:28:00,214.6
2014-01-02 23:29:00,215.01
2014-01-02 23:30:00,214.39
2014-01-02 23:31:00,214.53
2014-01-02 23:32:00,214.5
2014-01-02 23:33:00,214.56
2014-01-02 23:34:00,214.77
2014-01-02 23:35:00,214.71
2014-01-02 23:36:00,213.32
2014-01-02 23:37:00,214.54
2014-01-02 23:38:00,214.39
2014-01-02 23:39:00,214.89
2014-01-02 23:40:00,214.32
2014-01-02 23:41:00,215.28
2014-01-02 23:42:00,214.36
2014-01-02 23:43:00,215.01
2014-01-02 23:44:00,214.86
2014-01-02 23:45:00,214.79
2014-01-02 23:46:00,214.93
2014-01-02 23:47:00,214.48
2014-01-02 23:48:00,214.97
2014-01-02 23:49:00,214.82
2014-01-02 23:50:00,215.47
2014-01-02 23:51:00,214.49
2014-01-02 23:52:00,215.42
2014-01-02 23:53:00,215.13
2014-01-02 23:54:00,214.77
2014-01-02 23:55:00,214.98
2014-01-02 23:56:00,214.2
2014-01-02 23:57:00,214.93
2014-01-02 23:58:00,214.83
2014-01-02 23:59:00,214.4
2014-01-03 00:00:00,214.79
2014-01-03 00:01:00,215.01
2014-01-03 00:02:00,215.18
2014-01-03 00:03:00,213.53
2014-01-03 00:04:00,215.17
2014-01-03 00:05:00,215.12
2014-01-03 00:06:00,215.11
2014-01-03 00:07:00,215.82
2014-01-03 00:08:00,215.71
2014-01-03 00:09:00,215.45
2014-01-03 00:10:00,214.71
2014-01-03 00:11:00,215.57
2014-01-03 00:12:00,215.63
2014-01-03 00:13:00,215.01
2014-01-03 00:14:00,214.57
2014-01-03 00:15:00,215.81
2014-01-03 00:16:00,215.02
2014-01-03 00:17:00,215.16
2014-01-03 00:18:00,215.42
2014-01-03 00:19:00,215.25
2014-01-03 00:20:00,215.98
2014-01-03 00:21:00,206.82
2014-01-03 00:22:00,215.9
2014-01-03 00:23:00,215.48
2014-01-03 00:24:00,215.57
2014-01-03 00:25:00,214.17
2014-01-03 00:26:00,215.54
2014-01-03 00:27:00,214.45
2014-01-03 00:28:00,216.11
2014-01-03 00:29:00,215.11
2014-01-03 00:30:00,215.64
2014-01-03 00:31:00,215.69
2014-01-03 00:32:00,215.57
2014-01-03 00:33:00,216.61
2014-01-03 00:34:00,215.39
2014-01-03 00:35:00,216.07
2014-01-03 00:36:00,215.64
2014-01-03 00:37:00,215.22
2014-01-03 00:38:00,215.52
2014-01-03 00:39:00,215.11
2014-01-03 00:40:00,216.26
2014-01-03 00:41:00,216.18
2014-01-03 00:42:00,215.81
2014-01-03 00:43:00,215.99
2014-01-03 00:44:00,216.22
2014-01-03 00:45:00,215.83
2014-01-03 00:46:00,216.21
2014-01-03 00:47:00,215.93
2014-01-03 00:48:00,216.69
2014-01-03 00:49:00,216.18
2014-01-03 00:50:00,216.67
2014-01-03 00:51:00,215.92
2014-01-03 00:52:00,216.55
2014-01-03 00:53:00,216.1
2014-01-03 00:54:00,215.48
2014-01-03 00:55:00,215.68
2014-01-03 00:56:00,215.43
2014-01-03 00:57:00,216.04
2014-01-03 00:58:00,216.08
2014-01-03 00:59:00,215.68
2014-01-03 01:00:00,216.21
2014-01-03 01:01:00,216.72
2014-01-03 01:02:00,215.94
2014-01-03 01:03:00,216.22
2014-01-03 01:04:00,212.16
2014-01-03 01:05:00,216.37
2014-01-03 01:06:00,216.26
2014-01-03 01:07:00,216.18
2014-01-03 01:08:00,216.08
2014-01-03 01:09:00,216.16
2014-01-03 01:10:00,216.7
2014-01-03 01:11:00,216.21
2014-01-03 01:12:00,215.29
2014-01-03 01:13:00,215.65
2014-01-03 01:14:00,216.11
2014-01-03 01:15:00,216.66
2014-01-03 01:16:00,216.67
2014-01-03 01:17:00,216.45
2014-01-03 01:18:00,216.22
2014-01-03 01:19:00,215.13
2014-01-03 01:20:00,216.35
2014-01-03 01:21:00,216.37
2014-01-03 01:22:00,216.35
2014-01-03 01:23:00,216.0
2014-01-03 01:24:00,215.56
2014-01-03 01:25:00,216.73
2014-01-03 01:26:00,215.89
2014-01-03 01:27:00,216.98
2014-01-03 01:28:00,216.27
2014-01-03 01:29:00,217.21
2014-01-03 01:30:00,216.98
2014-01-03 01:31:00,217.15
2014-01-03 01:32:00,216.27
2014-01-03 01:33:00,216.77
2014-01-03 01:34:00,216.89
2014-01-03 01:35:00,217.59
2014-01-03 01:36:00,216.56
2014-01-03 01:37:00,216.8
2014-01-03 01:38:00,217.07
2014-01-03 01:39:00,216.08
2014-01-03 01:40:00,216.91
2014-01-03 01:41:00,216.62
2014-01-03 01:42:00,214.89
2014-01-03 01:43:00,216.81
2014-01-03 01:44:00,216.81
2014-01-03 01:45:00,216.34
2014-01-03 01:46:00,216.56
2014-01-03 01:47:00,216.43
2014-01-03 01:48:00,216.32
2014-01-03 01:49:00,217.0
2014-01-03 01:50:00,217.28
2014-01-03 01:51:00,217.41
2014-01-03 01:52:00,217.33
2014-01-03 01:53:00,215.92
2014-01-03 01:54:00,213.07
2014-01-03 01:55:00,217.41
2014-01-03 01:56:00,217.87
2014-01-03 01:57:00,217.99
2014-01-03 01:58:00,217.85
2014-01-03 01:59:00,217.59
2014-01-03 02:00:00,218.0
2014-01-03 02:01:00,217.98
2014-01-03 02:02:00,217.31
2014-01-03 02:03:00,216.89
2014-01-03 02:04:00,215.88
2014-01-03 02:05:00,217.55
2014-01-03 02:06:00,217.52
2014-01-03 02:07:00,215.87
2014-01-03 02:08:00,218.06
2014-01-03 02:09:00,215.0
2014-01-03 02:10:00,218.04
2014-01-03 02:11:00,218.31
2014-01-03 02:12:00,217.94
2014-01-03 02:13:00,217.96
2014-01-03 02:14:00,218.14
2014-01-03 02:15:00,217.58
2014-01-03 02:16:00,218.03
2014-01-03 02:17:00,218.11
2014-01-03 02:18:00,217.56
2014-01-03 02:19:00,217.29
2014-01-03 02:20:00,219.03
2014-01-03 02:21:00,218.78
2014-01-03 02:22:00,219.47
2014-01-03 02:23:00,218.36
2014-01-03 02:24:00,219.32
2014-01-03 02:25:00,218.95
2014-01-03 02:26:00,218.36
2014-01-03 02:27:00,218.47
2014-01-03 02:28:00,218.8
2014-01-03 02:29:00,217.98
2014-01-03 02:30:00,218.6
2014-01-03 02:31:00,218.86
2014-01-03 02:32:00,212.26
2014-01-03 02:33:00,218.76
2014-01-03 02:34:00,218.87
2014-01-03 02:35:00,218.86
2014-01-03 02:36:00,218.49
2014-01-03 02:37:00,219.58
2014-01-03 02:38:00,219.02
2014-01-03 02:39:00,219.28
2014-01-03 02:40:00,219.42
2014-01-03 02:41:00,219.59
2014-01-03 02:42:00,219.39
2014-01-03 02:43:00,218.62
2014-01-03 02:44:00,219.52
2014-01-03 02:45:00,220.37
2014-01-03 02:46:00,219.69
2014-01-03 02:47:00,220.01
2014-01-03 02:48:00,219.41
2014-01-03 02:49:00,218.81
2014-01-03 02:50:00,219.36
2014-01-03 02:51:00,218.8
2014-01-03 02:52:00,219.36
2014-01-03 02:53:00,219.87
2014-01-03 02:54:00,219.33
2014-01-03 02:55:00,219.22
2014-01-03 02:56:00,219.16
2014-01-03 02:57:00,219.42
2014-01-03 02:58:00,218.58
2014-01-03 02:59:00,216.49
2014-01-03 03:00:00,217.89
2014-01-03 03:01:00,217.95
2014-01-03 03:02:00,218.67
2014-01-03 03:03:00,218.44
2014-01-03 03:04:00,218.16
2014-01-03 03:05:00,211.45
2014-01-03 03:06:00,216.93
2014-01-03 03:07:00,218.28
2014-01-03 03:08:00,217.86
2014-01-03 03:09:00,216.48
2014-01-03 03:10:00,214.58
2014-01-03 03:11:00,212.69
2014-01-03 03:12:00,210.71
2014-01-03 03:13:00,208.73
2014-01-03 03:14:00,209.28
2014-01-03 03:15:00,208.92
2014-01-03 03:16:00,205.65
2014-01-03 03:17:00,209.12
2014-01-03 03:18:00,208.87
2014-01-03 03:19:00,209.83
2014-01-03 03:20:00,210.89
2014-01-03 03:21:00,210.38
2014-01-03 03:22:00,210.65
2014-01-03 03:23:00,210.69
2014-01-03 03:24:00,210.04
2014-01-03 03:25:00,208.95
2014-01-03 03:26:00,208.9
2014-01-03 03:27:00,207.34
2014-01-03 03:28:00,206.79
2014-01-03 03:29:00,205.97
2014-01-03 03:30:00,205.7
2014-01-03 03:31:00,205.46
2014-01-03 03:32:00,202.61
2014-01-03 03:33:00,205.46
2014-01-03 03:34:00,205.0
2014-01-03 03:35:00,205.75
2014-01-03 03:36:00,205.49
2014-01-03 03:37:00,207.13
2014-01-03 03:38:00,206.75
2014-01-03 03:39:00,208.31
2014-01-03 03:40:00,209.25
2014-01-03 03:41:00,209.47
2014-01-03 03:42:00,210.09
2014-01-03 03:43:00,210.5
2014-01-03 03:44:00,210.34
2014-01-03 03:45:00,209.68
2014-01-03 03:46:00,209.06
2014-01-03 03:47:00,207.56
2014-01-03 03:48:00,207.41
2014-01-03 03:49:00,205.74
2014-01-03 03:50:00,206.0
2014-01-03 03:51:00,205.58
2014-01-03 03:52:00,205.4
2014-01-03 03:53:00,204.41
2014-01-03 03:54:00,204.44
2014-01-03 03:55:00,205.35
2014-01-03 03:56:00,203.92
2014-01-03 03:57:00,204.27
2014-01-03 03:58:00,203.51
2014-01-03 03:59:00,204.73
2014-01-03 04:00:00,203.59
2014-01-03 04:01:00,204.88
2014-01-03 04:02:00,204.59
2014-01-03 04:03:00,205.17
2014-01-03 04:04:00,204.51
2014-01-03 04:05:00,204.14
2014-01-03 04:06:00,197.55
2014-01-03 04:07:00,203.16
2014-01-03 04:08:00,203.36
2014-01-03 04:09:00,199.76
2014-01-03 04:10:00,202.85
2014-01-03 04:11:00,199.99
2014-01-03 04:12:00,183.4
2014-01-03 04:13:00,219.45
2014-01-03 04:14:00,217.1
2014-01-03 04:15:00,216.38
2014-01-03 04:16:00,216.94
2014-01-03 04:17:00,216.97
2014-01-03 04:18:00,216.92
2014-01-03 04:19:00,216.77
2014-01-03 04:20:00,214.92
2014-01-03 04:21:00,216.67
2014-01-03 04:22:00,215.52
2014-01-03 04:23:00,217.48
2014-01-03 04:24:00,217.51
2014-01-03 04:25:00,218.36
2014-01-03 04:26:00,218.44
2014-01-03 04:27:00,218.39
2014-01-03 04:28:00,218.66
2014-01-03 04:29:00,218.96
2014-01-03 04:30:00,218.79
2014-01-03 04:31:00,216.58
2014-01-03 04:32:00,217.95
2014-01-03 04:33:00,218.18
2014-01-03 04:34:00,218.09
2014-01-03 04:35:00,217.15
2014-01-03 04:36:00,210.95
2014-01-03 04:37:00,217.55
2014-01-03 04:38:00,219.12
2014-01-03 04:39:00,218.25
2014-01-03 04:40:00,218.32
2014-01-03 04:41:00,218.24
2014-01-03 04:42:00,219.09
2014-01-03 04:43:00,218.52
2014-01-03 04:44:00,218.87
2014-01-03 04:45:00,219.28
2014-01-03 04:46:00,218.39
2014-01-03 04:47:00,218.61
2014-01-03 04:48:00,218.68
2014-01-03 04:49:00,218.59
2014-01-03 04:50:00,218.88
2014-01-03 04:51:00,218.76
2014-01-03 04:52:00,218.57
2014-01-03 04:53:00,218.54
2014-01-03 04:54:00,219.33
2014-01-03 04:55:00,218.29
2014-01-03 04:56:00,217.65
2014-01-03 04:57:00,218.63
2014-01-03 04:58:00,218.05
2014-01-03 04:59:00,218.01
2014-01-03 05:00:00,217.97
2014-01-03 05:01:00,217.43
2014-01-03 05:02:00,217.74
2014-01-03 05:03:00,218.5
2014-01-03 05:04:00,219.05
2014-01-03 05:05:00,217.64
2014-01-03 05:06:00,218.22
2014-01-03 05:07:00,218.27
2014-01-03 05:08:00,218.24
2014-01-03 05:09:00,217.07
2014-01-03 05:10:00,218.14
2014-01-03 05:11:00,217.59
2014-01-03 05:12:00,217.14
2014-01-03 05:13:00,218.05
2014-01-03 05:14:00,218.09
2014-01-03 05:15:00,217.69
2014-01-03 05:16:00,211.05
2014-01-03 05:17:00,215.94
2014-01-03 05:18:00,217.41
2014-01-03 05:19:00,217.55
2014-01-03 05:20:00,217.29
2014-01-03 05:21:00,217.45
2014-01-03 05:22:00,217.96
2014-01-03 05:23:00,217.61
2014-01-03 05:24:00,218.44
2014-01-03 05:25:00,218.14
2014-01-03 05:26:00,217.77
2014-01-03 05:27:00,217.13
2014-01-03 05:28:00,218.15
2014-01-03 05:29:00,217.44
2014-01-03 05:30:00,217.77
2014-01-03 05:31:00,218.97
2014-01-03 05:32:00,217.96
2014-01-03 05:33:00,218.13
2014-01-03 05:34:00,218.02
2014-01-03 05:35:00,218.33
2014-01-03 05:36:00,218.02
2014-01-03 05:37:00,217.43
2014-01-03 05:38:00,218.14
2014-01-03 05:39:00,218.02
2014-01-03 05:40:00,217.5
2014-01-03 05:41:00,217.62
2014-01-03 05:42:00,218.14
2014-01-03 05:43:00,217.99
2014-01-03 05:44:00,218.09
2014-01-03 05:45:00,218.03
2014-01-03 05:46:00,218.2
2014-01-03 05:47:00,217.85
2014-01-03 05:48:00,218.17
2014-01-03 05:49:00,218.22
2014-01-03 05:50:00,217.89
2014-01-03 05:51:00,218.13
2014-01-03 05:52:00,218.63
2014-01-03 05:53:00,217.36
2014-01-03 05:54:00,217.98
2014-01-03 05:55:00,217.61
2014-01-03 05:56:00,217.76
2014-01-03 05:57:00,218.56
2014-01-03 05:58:00,218.45
2014-01-03 05:59:00,216.33
2014-01-03 06:00:00,217.99
2014-01-03 06:01:00,217.29
2014-01-03 06:02:00,214.93
2014-01-03 06:03:00,217.73
2014-01-03 06:04:00,217.67
2014-01-03 06:05:00,218.17
2014-01-03 06:06:00,218.13
2014-01-03 06:07:00,218.63
2014-01-03 06:08:00,217.88
2014-01-03 06:09:00,217.69
2014-01-03 06:10:00,218.25
2014-01-03 06:11:00,218.31
2014-01-03 06:12:00,217.96
2014-01-03 06:13:00,218.43
2014-01-03 06:14:00,217.48
2014-01-03 06:15:00,218.05
2014-01-03 06:16:00,217.77
2014-01-03 06:17:00,218.59
2014-01-03 06:18:00,218.14
2014-01-03 06:19:00,218.05
2014-01-03 06:20:00,218.14
2014-01-03 06:21:00,218.37
2014-01-03 06:22:00,216.76
2014-01-03 06:23:00,218.38
2014-01-03 06:24:00,218.68
2014-01-03 06:25:00,218.35
2014-01-03 06:26:00,218.16
2014-01-03 06:27:00,218.5
2014-01-03 06:28:00,218.22
2014-01-03 06:29:00,218.21
2014-01-03 06:30:00,219.03
2014-01-03 06:31:00,218.41
2014-01-03 06:32:00,210.79
2014-01-03 06:33:00,218.1
2014-01-03 06:34:00,218.07
2014-01-03 06:35:00,218.63
2014-01-03 06:36:00,217.66
2014-01-03 06:37:00,218.33
2014-01-03 06:38:00,218.83
2014-01-03 06:39:00,218.08
2014-01-03 06:40:00,218.48
2014-01-03 06:41:00,217.73
2014-01-03 06:42:00,218.93
2014-01-03 06:43:00,218.82
2014-01-03 06:44:00,218.47
2014-01-03 06:45:00,218.57
2014-01-03 06:46:00,218.24
2014-01-03 06:47:00,217.74
2014-01-03 06:48:00,218.27
2014-01-03 06:49:00,218.14
2014-01-03 06:50:00,219.09
2014-01-03 06:51:00,217.08
2014-01-03 06:52:00,218.68
2014-01-03 06:53:00,218.24
2014-01-03 06:54:00,217.91
2014-01-03 06:55:00,218.29
2014-01-03 06:56:00,218.25
2014-01-03 06:57:00,218.49
2014-01-03 06:58:00,218.75
2014-01-03 06:59:00,218.35
2014-01-03 07:00:00,218.66
2014-01-03 07:01:00,217.76
2014-01-03 07:02:00,218.83
2014-01-03 07:03:00,215.83
2014-01-03 07:04:00,218.07
2014-01-03 07:05:00,219.36
2014-01-03 07:06:00,218.74
2014-01-03 07:07:00,216.88
2014-01-03 07:08:00,218.76
2014-01-03 07:09:00,218.32
2014-01-03 07:10:00,209.2
2014-01-03 07:11:00,218.31
2014-01-03 07:12:00,217.78
2014-01-03 07:13:00,218.64
2014-01-03 07:14:00,218.38
2014-01-03 07:15:00,218.83
2014-01-03 07:16:00,217.21
2014-01-03 07:17:00,218.72
2014-01-03 07:18:00,218.33
2014-01-03 07:19:00,218.84
2014-01-03 07:20:00,218.76
2014-01-03 07:21:00,218.42
2014-01-03 07:22:00,218.33
2014-01-03 07:23:00,218.53
2014-01-03 07:24:00,218.61
2014-01-03 07:25:00,219.16
2014-01-03 07:26:00,218.92
2014-01-03 07:27:00,218.84
2014-01-03 07:28:00,218.43
2014-01-03 07:29:00,218.87
2014-01-03 07:30:00,217.59
2014-01-03 07:31:00,219.37
2014-01-03 07:32:00,218.0
2014-01-03 07:33:00,218.45
2014-01-03 07:34:00,218.78
2014-01-03 07:35:00,216.11
2014-01-03 07:36:00,218.8
2014-01-03 07:37:00,219.23
2014-01-03 07:38:00,219.27
2014-01-03 07:39:00,218.88
2014-01-03 07:40:00,217.88
2014-01-03 07:41:00,219.06
2014-01-03 07:42:00,219.17
2014-01-03 07:43:00,218.46
2014-01-03 07:44:00,219.5
2014-01-03 07:45:00,218.46
2014-01-03 07:46:00,217.73
2014-01-03 07:47:00,218.52
2014-01-03 07:48:00,218.8
2014-01-03 07:49:00,219.06
2014-01-03 07:50:00,218.72
2014-01-03 07:51:00,218.73
2014-01-03 07:52:00,218.87
2014-01-03 07:53:00,216.58
2014-01-03 07:54:00,218.82
2014-01-03 07:55:00,218.48
2014-01-03 07:56:00,218.77
2014-01-03 07:57:00,217.82
2014-01-03 07:58:00,218.73
2014-01-03 07:59:00,218.66
2014-01-03 08:00:00,219.34
2014-01-03 08:01:00,219.41
2014-01-03 08:02:00,219.2
2014-01-03 08:03:00,218.66
2014-01-03 08:04:00,220.05
2014-01-03 08:05:00,218.53
2014-01-03 08:06:00,219.49
2014-01-03 08:07:00,220.24
2014-01-03 08:08:00,218.48
2014-01-03 08:09:00,218.85
2014-01-03 08:10:00,218.76
2014-01-03 08:11:00,219.8
2014-01-03 08:12:00,219.48
2014-01-03 08:13:00,219.05
2014-01-03 08:14:00,219.23
2014-01-03 08:15:00,219.52
2014-01-03 08:16:00,218.75
2014-01-03 08:17:00,218.62
2014-01-03 08:18:00,219.03
2014-01-03 08:19:00,216.9
2014-01-03 08:20:00,219.2
2014-01-03 08:21:00,218.84
2014-01-03 08:22:00,219.27
2014-01-03 08:23:00,209.49
2014-01-03 08:24:00,219.21
2014-01-03 08:25:00,218.35
2014-01-03 08:26:00,219.09
2014-01-03 08:27:00,218.84
2014-01-03 08:28:00,212.5
2014-01-03 08:29:00,218.44
2014-01-03 08:30:00,218.82
2014-01-03 08:31:00,218.9
2014-01-03 08:32:00,219.27
2014-01-03 08:33:00,218.43
2014-01-03 08:34:00,218.78
2014-01-03 08:35:00,218.46
2014-01-03 08:36:00,218.35
2014-01-03 08:37:00,218.8
2014-01-03 08:38:00,218.66
2014-01-03 08:39:00,217.08
2014-01-03 08:40:00,217.54
2014-01-03 08:41:00,218.12
2014-01-03 08:42:00,217.13
2014-01-03 08:43:00,217.07
2014-01-03 08:44:00,217.16
2014-01-03 08:45:00,214.6
2014-01-03 08:46:00,215.32
2014-01-03 08:47:00,214.34
2014-01-03 08:48:00,213.31
2014-01-03 08:49:00,212.59
2014-01-03 08:50:00,211.2
2014-01-03 08:51:00,209.86
2014-01-03 08:52:00,207.63
2014-01-03 08:53:00,207.61
2014-01-03 08:54:00,206.26
2014-01-03 08:55:00,206.37
2014-01-03 08:56:00,205.68
2014-01-03 08:57:00,205.38
2014-01-03 08:58:00,205.75
2014-01-03 08:59:00,205.28
2014-01-03 09:00:00,204.75
2014-01-03 09:01:00,205.4
2014-01-03 09:02:00,204.53
2014-01-03 09:03:00,202.81
2014-01-03 09:04:00,204.25
2014-01-03 09:05:00,203.96
2014-01-03 09:06:00,202.79
2014-01-03 09:07:00,202.54
2014-01-03 09:08:00,201.63
2014-01-03 09:09:00,200.71
2014-01-03 09:10:00,201.35
2014-01-03 09:11:00,200.31
2014-01-03 09:12:00,199.19
2014-01-03 09:13:00,200.82
2014-01-03 09:14:00,198.82
2014-01-03 09:15:00,197.88
2014-01-03 09:16:00,198.79
2014-01-03 09:17:00,185.06
2014-01-03 09:18:00,197.37
2014-01-03 09:19:00,198.24
2014-01-03 09:20:00,198.11
2014-01-03 09:21:00,197.14
2014-01-03 09:22:00,196.75
2014-01-03 09:23:00,196.94
2014-01-03 09:24:00,197.25
2014-01-03 09:25:00,196.96
2014-01-03 09:26:00,197.26
2014-01-03 09:27:00,197.25
2014-01-03 09:28:00,197.54
2014-01-03 09:29:00,196.42
2014-01-03 09:30:00,196.57
2014-01-03 09:31:00,196.65
2014-01-03 09:32:00,197.2
2014-01-03 09:33:00,198.7
2014-01-03 09:34:00,196.88
2014-01-03 09:35:00,197.75
2014-01-03 09:36:00,195.97
2014-01-03 09:37:00,197.07
2014-01-03 09:38:00,197.16
2014-01-03 09:39:00,197.03
2014-01-03 09:40:00,198.25
2014-01-03 09:41:00,198.15
2014-01-03 09:42:00,196.73
2014-01-03 09:43:00,195.63
2014-01-03 09:44:00,196.33
2014-01-03 09:45:00,193.23
2014-01-03 09:46:00,195.84
2014-01-03 09:47:00,196.71
2014-01-03 09:48:00,196.87
2014-01-03 09:49:00,196.35
2014-01-03 09:50:00,194.8
2014-01-03 09:51:00,194.86
2014-01-03 09:52:00,192.03
2014-01-03 09:53:00,191.68
2014-01-03 09:54:00,192.33
2014-01-03 09:55:00,193.12
2014-01-03 09:56:00,190.13
2014-01-03 09:57:00,190.79
2014-01-03 09:58:00,187.79
2014-01-03 09:59:00,187.84
2014-01-03 10:00:00,185.7
2014-01-03 10:01:00,186.59
2014-01-03 10:02:00,187.6
2014-01-03 10:03:00,188.88
2014-01-03 10:04:00,188.08
2014-01-03 10:05:00,186.38
2014-01-03 10:06:00,186.44
2014-01-03 10:07:00,178.72
2014-01-03 10:08:00,185.14
2014-01-03 10:09:00,185.07
2014-01-03 10:10:00,187.86
2014-01-03 10:11:00,188.49
2014-01-03 10:12:00,187.16
2014-01-03 10:13:00,186.57
2014-01-03 10:14:00,184.94
2014-01-03 10:15:00,182.01
2014-01-03 10:16:00,184.79
2014-01-03 10:17:00,184.78
2014-01-03 10:18:00,186.65
2014-01-03 10:19:00,186.15
2014-01-03 10:20:00,185.53
2014-01-03 10:21:00,185.59
2014-01-03 10:22:00,184.33
2014-01-03 10:23:00,183.27
2014-01-03 10:24:00,183.75
2014-01-03 10:25:00,184.31
2014-01-03 10:26:00,186.89
2014-01-03 10:27:00,185.35
2014-01-03 10:28:00,186.57
2014-01-03 10:29:00,186.09
2014-01-03 10:30:00,185.55
2014-01-03 10:31:00,182.67
2014-01-03 10:32:00,183.52
2014-01-03 10:33:00,186.2
2014-01-03 10:34:00,188.77
2014-01-03 10:35:00,187.45
2014-01-03 10:36:00,184.88
2014-01-03 10:37:00,184.7
2014-01-03 10:38:00,182.53
2014-01-03 10:39:00,182.3
2014-01-03 10:40:00,181.5
2014-01-03 10:41:00,182.48
2014-01-03 10:42:00,184.39
2014-01-03 10:43:00,186.13
2014-01-03 10:44:00,184.11
2014-01-03 10:45:00,183.37
2014-01-03 10:46:00,181.07
2014-01-03 10:47:00,179.91
2014-01-03 10:48:00,180.02
2014-01-03 10:49:00,178.73
2014-01-03 10:50:00,179.85
2014-01-03 10:51:00,182.21
2014-01-03 10:52:00,179.58
2014-01-03 10:53:00,178.32
2014-01-03 10:54:00,177.41
2014-01-03 10:55:00,175.17
2014-01-03 10:56:00,169.26
2014-01-03 10:57:00,173.96
2014-01-03 10:58:00,172.93
2014-01-03 10:59:00,172.28
2014-01-03 11:00:00,174.63
2014-01-03 11:01:00,171.72
2014-01-03 11:02:00,170.09
2014-01-03 11:03:00,168.99
2014-01-03 11:04:00,168.23
2014-01-03 11:05:00,167.28
2014-01-03 11:06:00,157.69
2014-01-03 11:07:00,165.62
2014-01-03 11:08:00,165.36
2014-01-03 11:09:00,165.97
2014-01-03 11:10:00,165.58
2014-01-03 11:11:00,166.8
2014-01-03 11:12:00,167.74
